Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY09,15.6,Low Fat,0.025239328999999998,Snack Foods,176.2054,OUT049,1999,Medium,Tier 1,Supermarket Type1,2611.873
FDV33,,Regular,0.027211198,Snack Foods,257.5304,OUT027,1985,Medium,Tier 3,Supermarket Type3,5625.795
NCW29,14.0,Low Fat,0.048310673,Health and Hygiene,128.431,OUT010,1998,,Tier 3,Grocery Store,281.8548
NCN17,11.0,Low Fat,0.0,Health and Hygiene,100.6358,OUT045,2002,,Tier 2,Supermarket Type1,1469.4043
FDX01,10.1,Low Fat,0.024164336,Canned,117.715,OUT046,1997,Small,Tier 1,Supermarket Type1,1780.5428
FDL03,19.25,Regular,0.0,Meat,196.21099999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2861.1165
DRL59,16.75,Low Fat,0.021257124,Hard Drinks,54.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.6083
DRM11,,Low Fat,0.065749633,Hard Drinks,261.8278,OUT027,1985,Medium,Tier 3,Supermarket Type3,4424.91
FDA43,10.895,Low Fat,0.064776303,Fruits and Vegetables,196.8794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3096.1653
FDZ56,16.25,low fat,0.043078427999999995,Fruits and Vegetables,169.5474,OUT010,1998,,Tier 3,Grocery Store,370.58203
FDI44,16.1,Low Fat,0.100641176,Fruits and Vegetables,77.6328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1110.3613
FDB50,13.0,Low Fat,0.15349072800000002,Canned,79.1986,OUT013,1987,High,Tier 3,Supermarket Type1,1122.605
FDU15,,reg,0.046576822999999996,Meat,34.5532,OUT019,1985,Small,Tier 1,Grocery Store,58.42331
NCJ19,,LF,0.0,Others,56.7588,OUT019,1985,Small,Tier 1,Grocery Store,183.73944
FDD48,10.395,Low Fat,0.030133592,Baking Goods,115.1176,OUT013,1987,High,Tier 3,Supermarket Type1,1929.5573
NCW42,18.2,Low Fat,0.058457925,Household,221.4456,OUT035,2004,Small,Tier 2,Supermarket Type1,3499.0264
FDL24,10.3,Regular,0.025037413999999997,Baking Goods,173.6422,OUT017,2007,,Tier 2,Supermarket Type1,2841.6304
NCB30,14.6,Low Fat,0.025681604,Household,197.7084,OUT013,1987,High,Tier 3,Supermarket Type1,2696.0315
FDK25,11.6,Regular,0.156701315,Breakfast,168.9474,OUT013,1987,High,Tier 3,Supermarket Type1,2811.7578
FDW28,18.25,Low Fat,0.08896234900000001,Frozen Foods,195.6452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2947.339
FDD47,7.6,Regular,0.143216309,Starchy Foods,171.4448,OUT017,2007,,Tier 2,Supermarket Type1,2837.2893
FDK16,,Low Fat,0.20192757,Frozen Foods,93.4094,OUT019,1985,Small,Tier 1,Grocery Store,209.78806
FDW37,19.2,Low Fat,0.124050391,Canned,92.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.8389
FDA48,12.1,Low Fat,0.114852339,Baking Goods,220.9114,OUT035,2004,Small,Tier 2,Supermarket Type1,3588.1997
FDA14,16.1,Low Fat,0.065551931,Dairy,146.476,OUT017,2007,,Tier 2,Supermarket Type1,2322.1624
FDV15,10.3,Low Fat,0.146050812,Meat,102.0648,OUT013,1987,High,Tier 3,Supermarket Type1,1706.0977
FDN22,18.85,Regular,0.1385204,Snack Foods,252.3724,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.0186
NCD55,14.0,Low Fat,0.024380522999999998,Household,41.4454,OUT045,2002,,Tier 2,Supermarket Type1,629.87036
FDY43,14.85,Low Fat,0.098320351,Fruits and Vegetables,167.9474,OUT013,1987,High,Tier 3,Supermarket Type1,2774.1565
NCU05,11.8,Low Fat,0.059068474,Health and Hygiene,79.9618,OUT017,2007,,Tier 2,Supermarket Type1,1254.2065
FDF10,15.5,Regular,0.156898705,Snack Foods,147.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.9197
FDR39,20.35,Low Fat,0.084140646,Meat,184.0292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2727.7769
FDG40,13.65,Low Fat,0.039791206,Frozen Foods,33.4558,OUT013,1987,High,Tier 3,Supermarket Type1,513.01526
FDZ28,,Regular,0.09015671800000001,Frozen Foods,127.1678,OUT019,1985,Small,Tier 1,Grocery Store,240.08498
FDE02,8.71,LF,0.121496273,Canned,94.0778,OUT045,2002,,Tier 2,Supermarket Type1,1346.5753
FDU60,20.0,Regular,0.059994175,Baking Goods,168.7132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2847.7769
FDM21,20.2,Low Fat,0.064310516,Snack Foods,257.3646,OUT013,1987,High,Tier 3,Supermarket Type1,3722.079
FDV52,,Regular,0.212767095,Frozen Foods,116.7466,OUT019,1985,Small,Tier 1,Grocery Store,226.96217
NCW06,16.2,Low Fat,0.050298544,Household,191.8162,OUT013,1987,High,Tier 3,Supermarket Type1,2761.4807
FDX36,9.695,Regular,0.128258986,Baking Goods,225.3404,OUT035,2004,Small,Tier 2,Supermarket Type1,3821.983
FDT35,,Regular,0.081060928,Breads,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,4179.391
NCL19,15.35,LF,0.0,Others,142.747,OUT010,1998,,Tier 3,Grocery Store,238.93478
NCD31,12.1,Low Fat,0.015434463999999998,Household,164.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,2657.7466
FDE53,,Low Fat,0.047063689000000006,Frozen Foods,107.228,OUT019,1985,Small,Tier 1,Grocery Store,326.04575
FDW58,,Low Fat,0.013224491000000001,Snack Foods,106.4622,OUT019,1985,Small,Tier 1,Grocery Store,138.1545
DRF48,5.73,Low Fat,0.0,Soft Drinks,187.3898,OUT046,1997,Small,Tier 1,Supermarket Type1,2979.5383
FDW57,8.31,Regular,0.115655502,Snack Foods,176.0028,OUT035,2004,Small,Tier 2,Supermarket Type1,2538.3271
DRH13,8.575,Low Fat,0.024021065,Soft Drinks,106.728,OUT017,2007,,Tier 2,Supermarket Type1,1555.9492
FDT33,7.81,Regular,0.033962371,Snack Foods,167.8158,OUT013,1987,High,Tier 3,Supermarket Type1,2699.187
DRK47,,Low Fat,0.063754145,Hard Drinks,226.4694,OUT027,1985,Medium,Tier 3,Supermarket Type3,4555.0254
FDY22,16.5,Regular,0.267339659,Snack Foods,143.5128,OUT010,1998,,Tier 3,Grocery Store,296.64487
FDC35,,Low Fat,0.215072945,Starchy Foods,208.5638,OUT019,1985,Small,Tier 1,Grocery Store,477.8405
FDO03,10.395,Regular,0.0,Meat,228.0352,OUT013,1987,High,Tier 3,Supermarket Type1,3794.113
FDF24,15.5,Regular,0.02542192,Baking Goods,81.3934,OUT045,2002,,Tier 2,Supermarket Type1,1200.4327
FDF56,16.7,Regular,0.119948864,Fruits and Vegetables,180.4976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2521.8542
FDD28,10.695,Low Fat,0.053252515,Frozen Foods,57.2904,OUT013,1987,High,Tier 3,Supermarket Type1,726.0535
FDG53,,Low Fat,0.04563487,Frozen Foods,141.718,OUT027,1985,Medium,Tier 3,Supermarket Type3,3681.5195
FDO27,,Regular,0.31354154300000003,Meat,97.6752,OUT019,1985,Small,Tier 1,Grocery Store,238.28761
NCF54,18.0,Low Fat,0.047570047000000004,Household,171.6422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2522.0974
FDC20,,Low Fat,0.023855381000000002,Fruits and Vegetables,54.8272,OUT027,1985,Medium,Tier 3,Supermarket Type3,1419.2302
FDU10,10.1,Regular,0.045692023,Snack Foods,38.3848,OUT046,1997,Small,Tier 1,Supermarket Type1,642.573
DRA24,19.35,Regular,0.040090887,Soft Drinks,163.6868,OUT018,2009,Medium,Tier 3,Supermarket Type2,2282.818
FDA02,14.0,Regular,0.049749638,Dairy,144.8786,OUT010,1998,,Tier 3,Grocery Store,265.75613
FDG10,6.63,Regular,0.011001175,Snack Foods,57.0588,OUT017,2007,,Tier 2,Supermarket Type1,714.4703
FDW39,6.69,Regular,0.0,Meat,178.237,OUT010,1998,,Tier 3,Grocery Store,435.04193
FDP04,,Low Fat,0.02418438,Frozen Foods,64.2168,OUT019,1985,Small,Tier 1,Grocery Store,145.76442
NCM55,15.6,Low Fat,0.066670606,Others,185.2924,OUT013,1987,High,Tier 3,Supermarket Type1,2955.3313
FDG47,12.8,Low Fat,0.069760029,Starchy Foods,260.5252,OUT045,2002,,Tier 2,Supermarket Type1,4347.437
NCU41,18.85,Low Fat,0.052349262,Health and Hygiene,192.0846,OUT017,2007,,Tier 2,Supermarket Type1,2910.4004
NCK31,10.895,Low Fat,0.027200767,Others,51.6666,OUT017,2007,,Tier 2,Supermarket Type1,690.2862
FDZ46,7.485,Low Fat,0.069263905,Snack Foods,109.6228,OUT045,2002,,Tier 2,Supermarket Type1,1533.0863
FDU13,,Low Fat,0.186650368,Canned,149.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,2894.726
NCF19,13.0,Low Fat,0.035179933999999996,Household,49.8034,OUT045,2002,,Tier 2,Supermarket Type1,688.45044
NCJ43,6.635,Low Fat,0.027046875,Household,172.5396,OUT013,1987,High,Tier 3,Supermarket Type1,2707.5442
NCJ05,18.7,Low Fat,0.046181741,Health and Hygiene,153.6682,OUT045,2002,,Tier 2,Supermarket Type1,2330.3745
FDS04,,Regular,0.14595271699999998,Frozen Foods,138.8838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3151.5115
FDX28,6.325,Low Fat,0.0,Frozen Foods,100.4042,OUT010,1998,,Tier 3,Grocery Store,263.4974
FDB41,,Regular,0.096841885,Frozen Foods,46.1718,OUT027,1985,Medium,Tier 3,Supermarket Type3,957.0235
FDG53,10.0,LF,0.045856934,Frozen Foods,141.81799999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1899.9701
FDL15,17.85,Low Fat,0.078057026,Meat,152.8682,OUT010,1998,,Tier 3,Grocery Store,258.33725
FDQ08,15.7,reg,0.018959784,Fruits and Vegetables,61.0536,OUT049,1999,Medium,Tier 1,Supermarket Type1,789.5245
DRN36,15.2,Low Fat,0.050136085999999996,Soft Drinks,97.0752,OUT013,1987,High,Tier 3,Supermarket Type1,1492.2461
FDI46,9.5,Low Fat,0.0742834,Snack Foods,252.8724,OUT013,1987,High,Tier 3,Supermarket Type1,4135.6875
FDG16,,Low Fat,0.08938186599999999,Frozen Foods,214.2192,OUT027,1985,Medium,Tier 3,Supermarket Type3,5578.265
FDV32,7.785,Low Fat,0.088634567,Fruits and Vegetables,62.651,OUT013,1987,High,Tier 3,Supermarket Type1,906.79736
FDF44,7.17,Regular,0.099972466,Fruits and Vegetables,132.4968,OUT010,1998,,Tier 3,Grocery Store,205.1184
FDK04,7.36,Low Fat,0.052525130999999996,Frozen Foods,56.4588,OUT018,2009,Medium,Tier 3,Supermarket Type2,686.0101
NCA41,16.75,Low Fat,0.032559591,Health and Hygiene,193.3162,OUT013,1987,High,Tier 3,Supermarket Type1,2801.9312
FDD51,11.15,Low Fat,0.120631213,Dairy,43.9744,OUT017,2007,,Tier 2,Supermarket Type1,619.24335
NCZ53,9.6,Low Fat,0.024526806,Health and Hygiene,188.5214,OUT045,2002,,Tier 2,Supermarket Type1,2966.6812
FDP01,,Regular,0.063019289,Breakfast,151.7682,OUT027,1985,Medium,Tier 3,Supermarket Type3,3592.4492
FDY25,12.0,Low Fat,0.0,Canned,181.3976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2902.3557
FDB17,13.15,Low Fat,0.036821493999999996,Frozen Foods,179.8976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2762.4292
NCV54,11.1,Low Fat,0.033243813,Household,119.3124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.0581
FDJ32,10.695,Low Fat,0.05811924,Fruits and Vegetables,63.0536,OUT017,2007,,Tier 2,Supermarket Type1,956.87036
FDA37,7.81,Regular,0.055312618,Canned,124.7046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1912.7987
FDG35,21.2,Regular,0.007039648000000001,Starchy Foods,172.4738,OUT035,2004,Small,Tier 2,Supermarket Type1,2617.3318
NCM05,6.825,Low Fat,0.060090767,Health and Hygiene,266.3226,OUT018,2009,Medium,Tier 3,Supermarket Type2,3607.178
FDG45,8.1,Low Fat,0.0,Fruits and Vegetables,212.9902,OUT046,1997,Small,Tier 1,Supermarket Type1,3383.0146
FDH28,15.85,Regular,0.10993943199999999,Frozen Foods,39.2506,OUT013,1987,High,Tier 3,Supermarket Type1,586.15283
NCE18,10.0,Low Fat,0.0,Household,248.675,OUT049,1999,Medium,Tier 1,Supermarket Type1,4365.746
FDH38,6.425,Low Fat,0.010459399,Canned,117.6808,OUT045,2002,,Tier 2,Supermarket Type1,1764.3788
FDR56,15.5,Regular,0.100681984,Fruits and Vegetables,198.3768,OUT013,1987,High,Tier 3,Supermarket Type1,2868.891
FDH17,,Regular,0.016572696,Frozen Foods,96.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,2288.4592
FDD39,16.7,Low Fat,0.070263971,Dairy,218.385,OUT049,1999,Medium,Tier 1,Supermarket Type1,3150.3635
FDB41,19.0,Regular,0.097464425,Frozen Foods,47.7718,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.5617
NCR53,12.15,Low Fat,0.14504086,Health and Hygiene,224.4404,OUT046,1997,Small,Tier 1,Supermarket Type1,3275.0461
FDX46,12.3,Regular,0.05844549,Snack Foods,57.8562,OUT017,2007,,Tier 2,Supermarket Type1,731.2897
FDV28,16.1,Regular,0.0,Frozen Foods,35.6558,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.46564
FDA08,11.85,Regular,0.050289178,Fruits and Vegetables,165.4526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2142.1365
FDH45,15.1,Regular,0.10626452800000001,Fruits and Vegetables,42.3796,OUT017,2007,,Tier 2,Supermarket Type1,615.15753
NCS38,8.6,Low Fat,0.150961966,Household,114.1176,OUT010,1998,,Tier 3,Grocery Store,270.52786
FDD40,20.25,Regular,0.024761046000000002,Dairy,193.5162,OUT010,1998,,Tier 3,Grocery Store,523.59973
DRM59,5.88,Low Fat,0.0035914140000000002,Hard Drinks,153.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2193.3823
NCJ43,6.635,Low Fat,0.0,Household,175.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2542.0757
NCN29,15.2,Low Fat,0.0,Health and Hygiene,50.1034,OUT013,1987,High,Tier 3,Supermarket Type1,719.32733
NCC19,6.57,Low Fat,0.097077051,Household,191.68200000000002,OUT045,2002,,Tier 2,Supermarket Type1,2933.6865
FDR56,15.5,Regular,0.100746785,Fruits and Vegetables,196.7768,OUT035,2004,Small,Tier 2,Supermarket Type1,3188.649
FDZ43,11.0,Regular,0.057147255999999994,Fruits and Vegetables,242.2512,OUT049,1999,Medium,Tier 1,Supermarket Type1,3836.1296
FDJ32,10.695,Low Fat,0.09673253300000001,Fruits and Vegetables,62.4536,OUT010,1998,,Tier 3,Grocery Store,128.03882
DRH03,17.25,Low Fat,0.035262656,Dairy,92.412,OUT017,2007,,Tier 2,Supermarket Type1,1260.2408
NCZ54,14.65,Low Fat,0.083343628,Household,163.6552,OUT035,2004,Small,Tier 2,Supermarket Type1,2698.8809
FDE26,9.3,Low Fat,0.089509222,Canned,145.7786,OUT017,2007,,Tier 2,Supermarket Type1,2272.6667
FDS03,7.825,Low Fat,0.079790099,Meat,63.7826,OUT045,2002,,Tier 2,Supermarket Type1,1097.3022
DRZ24,,LF,0.143199389,Soft Drinks,120.14399999999999,OUT019,1985,Small,Tier 1,Grocery Store,336.96582
FDO48,,Regular,0.026710788,Baking Goods,220.4456,OUT027,1985,Medium,Tier 3,Supermarket Type3,5005.4165
FDW39,6.69,Regular,0.036967784,Meat,175.037,OUT049,1999,Medium,Tier 1,Supermarket Type1,2676.056
NCK05,20.1,LF,0.0,Health and Hygiene,62.6536,OUT049,1999,Medium,Tier 1,Supermarket Type1,686.1916
NCK30,14.85,low fat,0.061323487999999995,Household,254.4698,OUT017,2007,,Tier 2,Supermarket Type1,3742.9941
FDT27,11.395,reg,0.06987064,Meat,234.9616,OUT018,2009,Medium,Tier 3,Supermarket Type2,3023.743
FDS08,,Low Fat,0.099731744,Fruits and Vegetables,177.937,OUT019,1985,Small,Tier 1,Grocery Store,441.3706
NCJ19,18.6,Low Fat,0.118363749,Others,56.1588,OUT049,1999,Medium,Tier 1,Supermarket Type1,832.0558
FDC58,10.195,Low Fat,0.0,Snack Foods,43.0428,OUT045,2002,,Tier 2,Supermarket Type1,634.23773
DRE37,13.5,Low Fat,0.094141186,Soft Drinks,188.1872,OUT013,1987,High,Tier 3,Supermarket Type1,3035.9949
FDW02,4.805,Regular,0.037692295,Dairy,127.0704,OUT035,2004,Small,Tier 2,Supermarket Type1,2144.4656
FDJ02,17.2,Regular,0.042124032,Canned,148.7418,OUT010,1998,,Tier 3,Grocery Store,315.1553
FDX09,9.0,low fat,0.065381597,Snack Foods,177.137,OUT045,2002,,Tier 2,Supermarket Type1,2710.0212
FDT31,19.75,Low Fat,0.020835893,Fruits and Vegetables,187.9872,OUT010,1998,,Tier 3,Grocery Store,362.85974
FDI24,10.3,Low Fat,0.07886623,Baking Goods,177.937,OUT049,1999,Medium,Tier 1,Supermarket Type1,2971.443
FDY09,15.6,Low Fat,0.0,Snack Foods,176.0054,OUT045,2002,,Tier 2,Supermarket Type1,2581.6348
FDV28,16.1,reg,0.160052329,Frozen Foods,35.3558,OUT045,2002,,Tier 2,Supermarket Type1,520.96643
DRM47,9.3,Low Fat,0.043853769,Hard Drinks,191.9846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3273.6597
FDT52,,Regular,0.083043068,Frozen Foods,246.5144,OUT019,1985,Small,Tier 1,Grocery Store,533.9669
FDI48,11.85,Regular,0.055945372,Baking Goods,53.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,658.9893
FDY55,16.75,Low Fat,0.08178018599999999,Fruits and Vegetables,256.6988,OUT017,2007,,Tier 2,Supermarket Type1,4362.7217
FDU48,18.85,Low Fat,0.055312384000000006,Baking Goods,131.4284,OUT013,1987,High,Tier 3,Supermarket Type1,2006.5305
FDN25,7.895,Regular,0.061299600999999995,Breakfast,55.4588,OUT045,2002,,Tier 2,Supermarket Type1,716.1059
FDP20,19.85,Low Fat,0.04574024,Fruits and Vegetables,127.102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1899.0795
FDJ15,11.35,Regular,0.023303069,Dairy,185.4608,OUT013,1987,High,Tier 3,Supermarket Type1,3162.7905
FDD04,16.0,Low Fat,0.090337797,Dairy,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1673.8285
FDY58,11.65,Low Fat,0.039999537,Snack Foods,229.8694,OUT045,2002,,Tier 2,Supermarket Type1,3601.9177
FDR37,16.5,Regular,0.06651942400000001,Breakfast,183.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2646.0344
FDF44,7.17,Regular,0.059678319,Fruits and Vegetables,129.5968,OUT013,1987,High,Tier 3,Supermarket Type1,2080.3489
FDD32,17.7,Regular,0.041015006,Fruits and Vegetables,82.6276,OUT045,2002,,Tier 2,Supermarket Type1,1164.5449
FDR57,5.675,Regular,0.023629875,Snack Foods,156.2288,OUT017,2007,,Tier 2,Supermarket Type1,2100.7375
DRG39,,Low Fat,0.041976732,Dairy,54.4982,OUT027,1985,Medium,Tier 3,Supermarket Type3,1682.7241
FDX15,17.2,Low Fat,0.15718294800000002,Meat,158.9578,OUT017,2007,,Tier 2,Supermarket Type1,2373.4097
DRN37,9.6,Low Fat,0.09649269199999999,Soft Drinks,165.8158,OUT045,2002,,Tier 2,Supermarket Type1,2319.0247
FDW40,,Regular,0.0,Frozen Foods,141.5812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3040.2703
FDB32,20.6,Low Fat,0.023489402000000003,Fruits and Vegetables,93.7778,OUT049,1999,Medium,Tier 1,Supermarket Type1,1380.1093
FDM40,10.195,Low Fat,0.16058846400000001,Frozen Foods,143.4154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1893.7185
FDE39,,Low Fat,0.035959521,Dairy,120.8782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2778.662
DRH49,19.7,Low Fat,0.024795057000000002,Soft Drinks,82.2592,OUT017,2007,,Tier 2,Supermarket Type1,1181.132
FDT46,11.35,Low Fat,0.030855031,Snack Foods,49.7008,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.908
NCF06,6.235,Low Fat,0.020194535,Household,257.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,3608.3074
FDP07,18.2,Low Fat,0.090410295,Fruits and Vegetables,196.21099999999998,OUT017,2007,,Tier 2,Supermarket Type1,2895.6304
FDC04,15.6,Low Fat,0.04494821,Dairy,240.3854,OUT013,1987,High,Tier 3,Supermarket Type1,3846.89
FDZ32,7.785,Regular,0.038348445,Fruits and Vegetables,103.4964,OUT017,2007,,Tier 2,Supermarket Type1,1605.4916
FDD50,18.85,Low Fat,0.141929473,Canned,169.9132,OUT045,2002,,Tier 2,Supermarket Type1,2531.0896
FDU56,16.85,Low Fat,0.04466528,Fruits and Vegetables,184.9266,OUT017,2007,,Tier 2,Supermarket Type1,3031.3162
FDV34,10.695,Regular,0.011490085,Snack Foods,72.0038,OUT017,2007,,Tier 2,Supermarket Type1,994.2656
NCY41,16.75,LF,0.075672596,Health and Hygiene,36.8532,OUT013,1987,High,Tier 3,Supermarket Type1,657.0195
NCK18,9.6,Low Fat,0.006698103,Household,165.8184,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.181
DRH25,18.7,Low Fat,0.014615718,Soft Drinks,52.4324,OUT049,1999,Medium,Tier 1,Supermarket Type1,800.3705
FDT57,15.2,Low Fat,0.019034783,Snack Foods,238.4248,OUT046,1997,Small,Tier 1,Supermarket Type1,3793.1526
FDV56,16.1,Regular,0.013651105,Fruits and Vegetables,106.7596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1337.6385
FDV12,16.7,Regular,0.060998134,Baking Goods,97.2384,OUT045,2002,,Tier 2,Supermarket Type1,1463.879
FDN52,9.395,Regular,0.132314096,Frozen Foods,88.5198,OUT017,2007,,Tier 2,Supermarket Type1,1195.8937
FDX38,10.5,Regular,0.048197900999999994,Dairy,48.3376,OUT035,2004,Small,Tier 2,Supermarket Type1,691.2885
FDE47,14.15,Low Fat,0.038063173,Starchy Foods,122.5046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1693.319
NCO07,9.06,Low Fat,0.009768131999999999,Others,211.456,OUT013,1987,High,Tier 3,Supermarket Type1,3128.6694
FDV09,,Low Fat,0.02046897,Snack Foods,150.2734,OUT027,1985,Medium,Tier 3,Supermarket Type3,3154.6611
FDZ23,,Regular,0.118188689,Baking Goods,185.22400000000002,OUT019,1985,Small,Tier 1,Grocery Store,555.87866
DRH51,17.6,Low Fat,0.097612596,Dairy,88.1856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1057.9059
NCY54,8.43,LF,0.17805521600000002,Household,172.0422,OUT045,2002,,Tier 2,Supermarket Type1,2690.347
DRG49,7.81,Low Fat,0.067399162,Soft Drinks,246.2486,OUT013,1987,High,Tier 3,Supermarket Type1,4123.749
NCC19,6.57,Low Fat,0.09703119800000001,Household,192.882,OUT049,1999,Medium,Tier 1,Supermarket Type1,3217.2825
NCV53,8.27,Low Fat,0.018851756,Health and Hygiene,241.28799999999998,OUT045,2002,,Tier 2,Supermarket Type1,4605.3086
FDZ47,,Regular,0.0,Baking Goods,101.0042,OUT019,1985,Small,Tier 1,Grocery Store,228.29956
NCO26,7.235,Low Fat,0.077168705,Household,114.3492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1611.9937
NCP02,7.105,Low Fat,0.044899636,Household,61.0562,OUT045,2002,,Tier 2,Supermarket Type1,833.00854
NCW30,5.21,Low Fat,0.011054747,Household,259.5962,OUT018,2009,Medium,Tier 3,Supermarket Type2,3222.1306
NCN55,14.6,Low Fat,0.05949050400000001,Others,241.4538,OUT046,1997,Small,Tier 1,Supermarket Type1,3797.592
FDB20,7.72,Low Fat,0.08700498,Fruits and Vegetables,75.8986,OUT010,1998,,Tier 3,Grocery Store,171.03217
DRL11,10.5,Low Fat,0.047978201,Hard Drinks,156.8946,OUT013,1987,High,Tier 3,Supermarket Type1,2337.607
DRD60,15.7,LF,0.037307618,Soft Drinks,181.7634,OUT045,2002,,Tier 2,Supermarket Type1,3182.4258
FDW14,8.3,Regular,0.0,Dairy,87.8198,OUT010,1998,,Tier 3,Grocery Store,208.81555
FDL27,6.17,Low Fat,0.017794028,Meat,65.9826,OUT010,1998,,Tier 3,Grocery Store,175.66252
FDU09,7.71,Regular,0.066868428,Snack Foods,55.4956,OUT018,2009,Medium,Tier 3,Supermarket Type2,601.3059
DRH36,,Low Fat,0.033218416,Soft Drinks,74.7696,OUT027,1985,Medium,Tier 3,Supermarket Type3,1998.7903
FDP34,,LF,0.136563316,Snack Foods,156.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,3864.299
FDE04,19.75,Regular,0.018125015,Frozen Foods,178.266,OUT017,2007,,Tier 2,Supermarket Type1,2706.1694
FDZ57,,Regular,0.037581431,Snack Foods,130.1994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.2878
FDF02,16.2,Low Fat,0.173192865,Canned,104.399,OUT010,1998,,Tier 3,Grocery Store,192.63081
FDG28,9.285,Regular,0.049380234,Frozen Foods,245.4144,OUT045,2002,,Tier 2,Supermarket Type1,3754.9053
NCI31,20.0,Low Fat,0.0,Others,35.119,OUT046,1997,Small,Tier 1,Supermarket Type1,503.67645
FDT43,16.35,Low Fat,0.020530851,Fruits and Vegetables,51.3324,OUT013,1987,High,Tier 3,Supermarket Type1,716.8887
FDU20,19.35,Regular,0.021457551000000002,Fruits and Vegetables,121.3098,OUT046,1997,Small,Tier 1,Supermarket Type1,2259.1768
FDD53,16.2,Low Fat,0.0,Frozen Foods,42.9454,OUT013,1987,High,Tier 3,Supermarket Type1,634.189
